feauture,word,0,1,2,3,4,diff,other
hot,fire,0.42197378482279,0.417883493425457,0.18778975313827,0.537550913694872,0.354147391742836,0.192102307912533,0.345448605782338
food,fire,0.0834755931018812,0.114630370513746,-0.0295041672494788,0.235119707894667,0.0137063372641427,0.189542674487094,0.0455770334075728
wood,fire,0.254521346771962,0.224663556260841,0.1475749027088,0.386417868975217,0.172264918186515,0.186661687993187,0.19975618098203
burn,fire,0.405276013898473,0.400127550176158,0.18074852564846,0.496949878060679,0.329138223267021,0.168127299813151,0.328822578247528
heat,fire,0.289154229217114,0.279721808147357,0.130320463702718,0.39392396426143,0.230654303078089,0.16146126322511,0.23246270103632
cook,fire,0.264963401723109,0.252069000418043,0.107830341798757,0.36396897412141,0.22306351970327,0.151987408210615,0.211981565910795
fire,fire,0.566681255151686,0.550547750182446,0.43203081325395,0.630923943199507,0.42041776171296,0.138504548124246,0.492419395075261
warm,fire,0.17694124865417,0.163796707500218,0.0735787496677337,0.268295957296425,0.132223738720054,0.131660846160881,0.136635111135544
light,fire,0.401881738837693,0.377823297558712,0.251805066772143,0.444202702398804,0.285171982947508,0.11503218086979,0.329170521529014
kitchen,fire,0.03601335532776,0.0250540737627745,-0.0178092989558039,0.136029613119127,0.0657296793851402,0.10878266073916,0.0272469523799677
eat,fire,0.0317233811147908,0.00505019401720305,-0.0273159795493048,0.0735105327740961,-0.0914058526668626,0.0939975970451395,-0.0204870642710434
small,fire,0.0375245889808865,-0.0518948200927973,0.0268014559735529,0.0785288835795525,-0.0568800904929004,0.0896410999873671,-0.0111122164078146
sleep,fire,-0.00496091939850283,-0.0286754694818942,-0.0338764521397234,0.0622163434710088,-0.0326284413841739,0.0872516640720824,-0.0250353206010736
electric,fire,0.0627899292125728,0.0717210043944153,0.0270390658589308,0.146804320783709,0.103878836718823,0.0804471117375238,0.0663572090461855
brown,fire,0.050475822362675,0.0346509069166052,0.0205202520200257,0.0970643491815565,-0.0267218877197701,0.0773330757866726,0.019731273394884
gas,fire,0.176963793942014,0.154080343009239,0.112670917105791,0.219471528370118,0.124858501539311,0.0773281394710289,0.142143388899089
metal,fire,0.157159383914723,0.0733087153223988,0.283664153145464,0.229261913863576,0.0995656180458645,0.075837446256463,0.153424467607113
leg,fire,0.0314045712728044,-0.0137015027997829,-0.0570749459605082,0.0485958266342301,-0.038521772114649,0.068069239034764,-0.0194734124005339
outside,fire,0.0749431213791659,0.0913710345501352,0.049917714968494,0.138012225054759,0.0650289694018272,0.067697014979853,0.0703152100749055
night,fire,0.0504986348602253,0.0306840721504059,0.0385732927445582,0.0937615637071409,0.0122836655759521,0.0607516473743555,0.0330099163327854
sun,fire,0.177729312425608,0.160001312815062,0.122941142665388,0.200789993435046,0.111043041116214,0.0578612911794784,0.142928702255568
glass,fire,0.0295504368181501,0.00462050378758184,0.00717115818106373,0.0728139991255264,0.0199865070439633,0.0574818476678367,0.0153321514576898
four,fire,0.0240790348756424,-0.0158406951869911,-0.0170415505139937,0.054779053590157,0.00318634667052895,0.0561832696288604,-0.00140421603870335
home,fire,0.0298604787090154,0.0378472492804593,0.00633197809977902,0.0853790302506506,0.0431804325463038,0.0560739955917612,0.0293050346588894
hold,fire,0.0145374456266571,0.0139189801510839,0.0274743663583752,0.0688313302601826,-0.00405911844737485,0.0558634118379973,0.0129679184221853
rock,fire,0.00630241018439107,-0.013589139960912,-0.0441967963208605,0.0318191742930124,-0.0421101588943161,0.0552175955409368,-0.0233984212479244
appliance,fire,0.0273528850555266,0.0260229849966366,-0.0047505921978745,0.0796966704776534,0.0501132399840907,0.0550120410180585,0.0246846294595949
bake,fire,0.027703369490782,0.0403022204511391,-0.00058029490117493,0.0820031380352422,0.0423060788480626,0.05457029456304,0.0274328434722022
place,fire,0.0151172760169473,0.0548420840094892,-0.0700114061636127,0.0813858505590633,0.115131464808466,0.0526159958912409,0.0287698546678224
bright,fire,0.209927962982649,0.186905541044453,0.142892154832855,0.224923660383405,0.149649197251259,0.052579946355601,0.172343714027804
furniture,fire,0.0102342574323973,-0.0199330726755923,-0.0170274617081826,0.0393981938817616,-0.0246546945864627,0.0522434367662217,-0.0128452428844601
outdoor,fire,0.0419039109503249,0.0301244371389817,0.00869019702445082,0.0789468004337404,0.0317346641101144,0.0508334981277724,0.028113302305968
meal,fire,0.00676168810938369,0.0133605823121408,-0.00115597338997599,0.0536468148484626,-0.00469300220399467,0.0500784911415742,0.00356832370688844
dine,fire,0.0269929599627051,0.0205655146695981,0.0102482128626032,0.0635323545037279,0.00225508832167525,0.0485169105495825,0.0150154439541454
temperature,fire,0.0841145546559775,0.0822144409839087,0.009024881996901,0.111666746338537,0.0818168614033321,0.0473740615785072,0.0642926847600298
bed,fire,-0.0153854460575839,-0.0307796337774131,-0.0216195837467286,0.0204034603125152,-0.0359483140335159,0.0463367047163256,-0.0259332444038104
smell,fire,0.114836833168592,0.126705568279104,0.0193918644557902,0.135435845812698,0.0964686699113936,0.0460851118589777,0.0893507339537199
see,fire,0.121578571049038,0.11507352584653,0.104985154217498,0.151061868739434,0.0783546580181815,0.0460638914566221,0.104997977282812
stove,fire,0.0504051254908223,0.0512392600174373,0.0264359308096849,0.0933031756455603,0.0615535210166443,0.0458947163119131,0.0474084593336472
